Date,Month,Port_Name,Vessels_In_Queue,Cargo_Traffic_KMT,Waiting_Days
2025-12-29,12,Vizag Port,8,63.7,3.13
2025-12-29,12,Dhamra Port,11,139.8,4.56
2025-12-29,12,Hay Point Coal Terminal,5,156.3,3.36
2025-12-29,12,Taboneo Anchorage,7,80.7,3.33
2025-12-30,12,Haldia Dock Complex,6,76.8,5.62
2025-12-30,12,Paradip Port,5,156.3,4.29
2025-12-30,12,Vizag Port,10,152.2,4.21
2025-12-30,12,Dhamra Port,5,88.4,3.29
2025-12-30,12,Hay Point Coal Terminal,6,79.3,3.39
2025-12-30,12,Taboneo Anchorage,4,106.0,2.89
2025-12-31,12,Haldia Dock Complex,5,135.9,5.54
2025-12-31,12,Paradip Port,10,92.4,4.4
2025-12-31,12,Vizag Port,4,134.1,3.08
2025-12-31,12,Dhamra Port,10,158.3,4.48
2025-12-31,12,Hay Point Coal Terminal,6,141.0,3.7
2025-12-31,12,Taboneo Anchorage,5,80.7,2.94
2026-01-01,1,Haldia Dock Complex,6,104.6,5.27
2026-01-01,1,Paradip Port,10,71.4,4.5
2026-01-01,1,Vizag Port,6,117.0,3.65
2026-01-01,1,Dhamra Port,6,149.6,3.59
2026-01-01,1,Hay Point Coal Terminal,11,109.7,4.49
2026-01-01,1,Taboneo Anchorage,8,76.1,3.37
2026-01-02,1,Haldia Dock Complex,10,81.5,6.05
2026-01-02,1,Paradip Port,6,145.7,4.56
2026-01-02,1,Vizag Port,9,59.2,3.55
2026-01-02,1,Dhamra Port,3,143.8,3.11
2026-01-02,1,Hay Point Coal Terminal,7,136.4,3.97
2026-01-02,1,Taboneo Anchorage,3,79.8,2.83
2026-01-03,1,Haldia Dock Complex,11,97.4,5.92
2026-01-03,1,Paradip Port,9,76.1,4.69
2026-01-03,1,Vizag Port,7,75.6,3.28
2026-01-03,1,Dhamra Port,3,66.9,2.61
2026-01-03,1,Hay Point Coal Terminal,3,93.0,2.9
2026-01-03,1,Taboneo Anchorage,5,124.4,3.61
2026-01-04,1,Haldia Dock Complex,12,156.0,6.69
2026-01-04,1,Paradip Port,6,61.0,3.84
2026-01-04,1,Vizag Port,7,98.2,3.34
2026-01-04,1,Dhamra Port,3,74.5,2.86
2026-01-04,1,Hay Point Coal Terminal,4,124.6,3.56
2026-01-04,1,Taboneo Anchorage,14,140.3,4.62
2026-01-05,1,Haldia Dock Complex,5,122.3,5.22
2026-01-05,1,Paradip Port,6,103.1,4.16
2026-01-05,1,Vizag Port,5,99.4,3.37
2026-01-05,1,Dhamra Port,10,142.2,4.58
2026-01-05,1,Hay Point Coal Terminal,6,92.0,3.4
2026-01-05,1,Taboneo Anchorage,8,57.1,3.48
2026-01-06,1,Haldia Dock Complex,6,128.2,5.21
2026-01-06,1,Paradip Port,8,123.1,4.69
2026-01-06,1,Vizag Port,8,65.6,3.61
2026-01-06,1,Dhamra Port,5,92.1,3.13
2026-01-06,1,Hay Point Coal Terminal,8,81.8,3.58
2026-01-06,1,Taboneo Anchorage,9,106.8,3.79
2026-01-07,1,Haldia Dock Complex,3,136.6,5.28
2026-01-07,1,Paradip Port,10,157.5,5.32
2026-01-07,1,Vizag Port,4,70.9,2.96
2026-01-07,1,Dhamra Port,7,54.2,3.01
2026-01-07,1,Hay Point Coal Terminal,6,155.4,3.72
2026-01-07,1,Taboneo Anchorage,7,135.3,3.4
2026-01-08,1,Haldia Dock Complex,10,62.9,6.11
2026-01-08,1,Paradip Port,7,108.0,4.24
2026-01-08,1,Vizag Port,4,74.2,3.28
2026-01-08,1,Dhamra Port,10,136.9,4.2
2026-01-08,1,Hay Point Coal Terminal,2,138.3,3.16
2026-01-08,1,Taboneo Anchorage,3,124.2,3.21
2026-01-09,1,Haldia Dock Complex,4,74.0,4.89
2026-01-09,1,Paradip Port,7,148.8,4.35
2026-01-09,1,Vizag Port,2,121.9,2.98
2026-01-09,1,Dhamra Port,5,68.3,3.12
2026-01-09,1,Hay Point Coal Terminal,7,89.1,3.46
2026-01-09,1,Taboneo Anchorage,5,93.3,3.18
2026-01-10,1,Haldia Dock Complex,4,100.2,5.33
2026-01-10,1,Paradip Port,14,57.8,5.17
2026-01-10,1,Vizag Port,9,54.9,3.66
2026-01-10,1,Dhamra Port,4,58.1,3.38
2026-01-10,1,Hay Point Coal Terminal,4,58.4,3.16
2026-01-10,1,Taboneo Anchorage,10,156.7,4.4
2026-01-11,1,Haldia Dock Complex,6,113.0,5.78
2026-01-11,1,Paradip Port,7,97.2,4.06
2026-01-11,1,Vizag Port,10,66.3,4.03
2026-01-11,1,Dhamra Port,6,151.8,3.84
2026-01-11,1,Hay Point Coal Terminal,10,77.0,3.93
2026-01-11,1,Taboneo Anchorage,2,97.8,2.65
2026-01-12,1,Haldia Dock Complex,6,61.8,5.1
2026-01-12,1,Paradip Port,7,57.5,4.34
2026-01-12,1,Vizag Port,9,72.4,3.07
2026-01-12,1,Dhamra Port,10,102.8,3.92
2026-01-12,1,Hay Point Coal Terminal,6,79.9,3.25
2026-01-12,1,Taboneo Anchorage,6,118.8,3.68
2026-01-13,1,Haldia Dock Complex,7,107.8,6.05
2026-01-13,1,Paradip Port,3,143.4,3.95
2026-01-13,1,Vizag Port,10,90.2,3.98
2026-01-13,1,Dhamra Port,3,104.0,3.06
2026-01-13,1,Hay Point Coal Terminal,6,133.3,3.44
2026-01-13,1,Taboneo Anchorage,7,83.3,4.06
2026-01-14,1,Haldia Dock Complex,13,138.0,6.89
2026-01-14,1,Paradip Port,8,149.0,4.64
2026-01-14,1,Vizag Port,7,123.0,4.0
2026-01-14,1,Dhamra Port,11,105.4,4.24
2026-01-14,1,Hay Point Coal Terminal,10,69.8,4.28
2026-01-14,1,Taboneo Anchorage,6,74.0,3.44
2026-01-15,1,Haldia Dock Complex,6,139.3,5.55
2026-01-15,1,Paradip Port,9,95.4,4.32
2026-01-15,1,Vizag Port,4,116.0,3.21
2026-01-15,1,Dhamra Port,5,113.5,3.52
2026-01-15,1,Hay Point Coal Terminal,7,64.3,3.14
2026-01-15,1,Taboneo Anchorage,11,60.7,3.83
2026-01-16,1,Haldia Dock Complex,9,113.5,5.82
2026-01-16,1,Paradip Port,7,115.6,4.2
2026-01-16,1,Vizag Port,5,160.0,3.88
2026-01-16,1,Dhamra Port,5,150.8,2.94
2026-01-16,1,Hay Point Coal Terminal,10,122.0,3.92
2026-01-16,1,Taboneo Anchorage,9,114.2,4.08
2026-01-17,1,Haldia Dock Complex,9,102.2,5.5
2026-01-17,1,Paradip Port,1,84.1,3.33
2026-01-17,1,Vizag Port,9,129.8,3.63
2026-01-17,1,Dhamra Port,5,116.6,3.05
2026-01-17,1,Hay Point Coal Terminal,12,127.8,4.69
2026-01-17,1,Taboneo Anchorage,5,127.0,3.47
2026-01-18,1,Haldia Dock Complex,5,133.7,5.57
2026-01-18,1,Paradip Port,3,142.4,4.13
2026-01-18,1,Vizag Port,6,156.2,3.75
2026-01-18,1,Dhamra Port,4,112.0,3.29
2026-01-18,1,Hay Point Coal Terminal,2,68.8,2.8
2026-01-18,1,Taboneo Anchorage,4,81.8,2.85
2026-01-19,1,Haldia Dock Complex,9,152.0,6.17
2026-01-19,1,Paradip Port,6,108.3,4.3
2026-01-19,1,Vizag Port,8,75.7,3.53
2026-01-19,1,Dhamra Port,5,115.7,3.19
2026-01-19,1,Hay Point Coal Terminal,10,148.8,4.22
2026-01-19,1,Taboneo Anchorage,8,58.6,3.35
2026-01-20,1,Haldia Dock Complex,8,136.2,6.22
2026-01-20,1,Paradip Port,10,127.8,4.79
2026-01-20,1,Vizag Port,5,77.7,3.25
2026-01-20,1,Dhamra Port,4,104.6,2.83
2026-01-20,1,Hay Point Coal Terminal,8,137.5,4.12
2026-01-20,1,Taboneo Anchorage,8,105.0,3.49
2026-01-21,1,Haldia Dock Complex,4,123.3,5.39
2026-01-21,1,Paradip Port,6,150.2,4.68
2026-01-21,1,Vizag Port,6,70.4,3.24
2026-01-21,1,Dhamra Port,4,156.1,3.34
2026-01-21,1,Hay Point Coal Terminal,6,91.0,3.34
2026-01-21,1,Taboneo Anchorage,5,141.2,3.34
2026-01-22,1,Haldia Dock Complex,6,118.0,5.15
2026-01-22,1,Paradip Port,4,74.1,3.65
2026-01-22,1,Vizag Port,6,136.7,3.69
2026-01-22,1,Dhamra Port,3,150.6,3.28
2026-01-22,1,Hay Point Coal Terminal,3,109.5,2.78
2026-01-22,1,Taboneo Anchorage,8,137.2,4.0
2026-01-23,1,Haldia Dock Complex,2,83.1,4.88
2026-01-23,1,Paradip Port,13,127.5,5.46
2026-01-23,1,Vizag Port,7,86.2,3.58
2026-01-23,1,Dhamra Port,7,85.3,3.24
2026-01-23,1,Hay Point Coal Terminal,3,137.7,3.11
2026-01-23,1,Taboneo Anchorage,7,80.2,3.48
2026-01-24,1,Haldia Dock Complex,8,74.7,5.12
2026-01-24,1,Paradip Port,7,110.9,4.24
2026-01-24,1,Vizag Port,9,59.2,3.59
2026-01-24,1,Dhamra Port,8,116.4,3.62
2026-01-24,1,Hay Point Coal Terminal,6,74.4,3.17
2026-01-24,1,Taboneo Anchorage,4,135.8,3.46
2026-01-25,1,Haldia Dock Complex,12,120.6,6.43
2026-01-25,1,Paradip Port,0,119.7,3.28
2026-01-25,1,Vizag Port,12,134.1,4.63
2026-01-25,1,Dhamra Port,13,78.7,4.43
2026-01-25,1,Hay Point Coal Terminal,6,161.3,3.56
2026-01-25,1,Taboneo Anchorage,3,79.2,2.97
2026-01-26,1,Haldia Dock Complex,8,72.2,5.61
2026-01-26,1,Paradip Port,6,83.0,4.1
2026-01-26,1,Vizag Port,5,131.7,3.36
2026-01-26,1,Dhamra Port,3,106.8,3.24
2026-01-26,1,Hay Point Coal Terminal,9,68.7,3.7
2026-01-26,1,Taboneo Anchorage,5,124.9,3.4
2026-01-27,1,Haldia Dock Complex,6,145.1,5.71
2026-01-27,1,Paradip Port,6,141.3,4.4
2026-01-27,1,Vizag Port,9,154.7,4.32
2026-01-27,1,Dhamra Port,9,97.3,3.68
2026-01-27,1,Hay Point Coal Terminal,9,147.4,4.27
2026-01-27,1,Taboneo Anchorage,6,129.7,3.27
2026-01-28,1,Haldia Dock Complex,4,103.4,5.08
2026-01-28,1,Paradip Port,7,105.5,3.86
2026-01-28,1,Vizag Port,5,93.8,3.42
2026-01-28,1,Dhamra Port,8,108.9,3.66
2026-01-28,1,Hay Point Coal Terminal,6,120.3,3.72
2026-01-28,1,Taboneo Anchorage,7,98.0,3.76
2026-01-29,1,Haldia Dock Complex,4,146.5,5.39
2026-01-29,1,Paradip Port,9,150.5,4.83
2026-01-29,1,Vizag Port,4,104.1,3.17
2026-01-29,1,Dhamra Port,6,152.4,3.92
2026-01-29,1,Hay Point Coal Terminal,7,86.4,3.67
2026-01-29,1,Taboneo Anchorage,5,65.0,3.34
2026-01-30,1,Haldia Dock Complex,9,77.1,5.61
2026-01-30,1,Paradip Port,7,72.0,3.96
2026-01-30,1,Vizag Port,9,85.2,3.71
2026-01-30,1,Dhamra Port,4,125.3,2.99
2026-01-30,1,Hay Point Coal Terminal,5,90.9,3.25
2026-01-30,1,Taboneo Anchorage,9,92.1,3.92
2026-01-31,1,Haldia Dock Complex,12,148.6,6.35
2026-01-31,1,Paradip Port,5,144.1,3.68
2026-01-31,1,Vizag Port,9,69.5,3.58
2026-01-31,1,Dhamra Port,7,106.9,3.76
2026-01-31,1,Hay Point Coal Terminal,6,120.6,3.33
2026-01-31,1,Taboneo Anchorage,8,54.4,3.62
2026-02-01,2,Haldia Dock Complex,9,63.0,5.75
2026-02-01,2,Paradip Port,7,76.8,3.77
2026-02-01,2,Vizag Port,5,155.9,3.82
2026-02-01,2,Dhamra Port,5,105.8,3.15
2026-02-01,2,Hay Point Coal Terminal,9,135.1,3.88
2026-02-01,2,Taboneo Anchorage,8,58.1,3.14
2026-02-02,2,Haldia Dock Complex,8,55.7,5.46
2026-02-02,2,Paradip Port,3,122.3,3.64
2026-02-02,2,Vizag Port,5,151.0,3.58
2026-02-02,2,Dhamra Port,4,96.3,3.24
2026-02-02,2,Hay Point Coal Terminal,8,141.6,3.85
2026-02-02,2,Taboneo Anchorage,5,115.4,3.25
2026-02-03,2,Haldia Dock Complex,6,66.3,5.31
2026-02-03,2,Paradip Port,7,147.7,4.38
2026-02-03,2,Vizag Port,6,61.9,3.05
2026-02-03,2,Dhamra Port,11,58.9,4.18
2026-02-03,2,Hay Point Coal Terminal,7,151.6,3.68
2026-02-03,2,Taboneo Anchorage,4,160.4,3.23
2026-02-04,2,Haldia Dock Complex,8,57.8,5.64
2026-02-04,2,Paradip Port,3,61.9,3.88
2026-02-04,2,Vizag Port,4,135.0,3.43
2026-02-04,2,Dhamra Port,7,96.9,3.36
2026-02-04,2,Hay Point Coal Terminal,4,79.1,2.85
2026-02-04,2,Taboneo Anchorage,4,80.6,2.88
2026-02-05,2,Haldia Dock Complex,12,99.8,6.35
2026-02-05,2,Paradip Port,5,97.9,3.94
2026-02-05,2,Vizag Port,3,148.8,2.88
2026-02-05,2,Dhamra Port,6,137.4,3.52
2026-02-05,2,Hay Point Coal Terminal,6,106.3,3.32
2026-02-05,2,Taboneo Anchorage,10,54.6,3.81
2026-02-06,2,Haldia Dock Complex,11,110.8,6.48
2026-02-06,2,Paradip Port,6,115.8,4.01
2026-02-06,2,Vizag Port,4,105.0,3.12
2026-02-06,2,Dhamra Port,3,90.2,2.62
2026-02-06,2,Hay Point Coal Terminal,11,141.4,4.76
2026-02-06,2,Taboneo Anchorage,9,141.5,4.09
2026-02-07,2,Haldia Dock Complex,4,147.2,5.66
2026-02-07,2,Paradip Port,12,56.6,4.51
2026-02-07,2,Vizag Port,4,128.4,3.37
2026-02-07,2,Dhamra Port,7,114.1,3.32
2026-02-07,2,Hay Point Coal Terminal,12,149.0,4.57
2026-02-07,2,Taboneo Anchorage,6,138.1,3.7
2026-02-08,2,Haldia Dock Complex,4,97.0,4.99
2026-02-08,2,Paradip Port,10,108.7,4.51
2026-02-08,2,Vizag Port,9,105.5,4.29
2026-02-08,2,Dhamra Port,7,138.8,3.58
2026-02-08,2,Hay Point Coal Terminal,10,81.3,3.97
2026-02-08,2,Taboneo Anchorage,9,124.6,3.72
2026-02-09,2,Haldia Dock Complex,11,69.2,5.82
2026-02-09,2,Paradip Port,10,122.2,5.04
2026-02-09,2,Vizag Port,10,158.5,4.32
2026-02-09,2,Dhamra Port,9,109.8,3.73
2026-02-09,2,Hay Point Coal Terminal,4,142.8,3.14
2026-02-09,2,Taboneo Anchorage,9,112.6,4.13
2026-02-10,2,Haldia Dock Complex,6,64.5,5.18
2026-02-10,2,Paradip Port,13,72.5,5.35
2026-02-10,2,Vizag Port,7,73.5,3.36
2026-02-10,2,Dhamra Port,2,141.8,3.05
2026-02-10,2,Hay Point Coal Terminal,9,90.7,4.07
2026-02-10,2,Taboneo Anchorage,6,80.3,3.68
2026-02-11,2,Haldia Dock Complex,11,75.3,6.34
2026-02-11,2,Paradip Port,7,133.0,4.56
2026-02-11,2,Vizag Port,5,114.7,3.35
2026-02-11,2,Dhamra Port,6,146.6,3.77
2026-02-11,2,Hay Point Coal Terminal,4,100.7,3.15
2026-02-11,2,Taboneo Anchorage,5,106.0,3.18
2026-02-12,2,Haldia Dock Complex,7,58.4,5.16
2026-02-12,2,Paradip Port,3,72.6,3.77
2026-02-12,2,Vizag Port,8,103.0,3.6
2026-02-12,2,Dhamra Port,12,81.8,4.11
2026-02-12,2,Hay Point Coal Terminal,8,131.3,3.76
2026-02-12,2,Taboneo Anchorage,8,128.8,4.03
2026-02-13,2,Haldia Dock Complex,8,138.8,6.17
2026-02-13,2,Paradip Port,4,129.3,4.1
2026-02-13,2,Vizag Port,4,79.7,3.19
2026-02-13,2,Dhamra Port,5,99.8,2.89
2026-02-13,2,Hay Point Coal Terminal,5,123.9,3.4
2026-02-13,2,Taboneo Anchorage,4,88.2,3.17
2026-02-14,2,Haldia Dock Complex,4,149.7,5.61
2026-02-14,2,Paradip Port,6,66.6,3.73
2026-02-14,2,Vizag Port,10,139.0,4.25
2026-02-14,2,Dhamra Port,9,98.2,4.11
2026-02-14,2,Hay Point Coal Terminal,6,135.9,4.01
2026-02-14,2,Taboneo Anchorage,5,95.4,3.38
2026-02-15,2,Haldia Dock Complex,8,136.4,5.95
2026-02-15,2,Paradip Port,10,160.0,5.34
2026-02-15,2,Vizag Port,8,145.7,3.85
2026-02-15,2,Dhamra Port,6,59.7,3.07
2026-02-15,2,Hay Point Coal Terminal,10,161.9,4.36
2026-02-15,2,Taboneo Anchorage,4,90.3,2.79
2026-02-16,2,Haldia Dock Complex,6,151.6,6.24
2026-02-16,2,Paradip Port,7,96.7,4.11
2026-02-16,2,Vizag Port,8,107.8,3.58
2026-02-16,2,Dhamra Port,2,96.7,2.73
2026-02-16,2,Hay Point Coal Terminal,5,56.7,2.94
2026-02-16,2,Taboneo Anchorage,9,161.9,4.27
2026-02-17,2,Haldia Dock Complex,6,154.5,5.58
2026-02-17,2,Paradip Port,8,138.5,4.64
2026-02-17,2,Vizag Port,8,70.1,3.89
2026-02-17,2,Dhamra Port,11,79.1,4.17
2026-02-17,2,Hay Point Coal Terminal,8,59.2,3.55
2026-02-17,2,Taboneo Anchorage,7,144.0,4.09
2026-02-18,2,Haldia Dock Complex,10,141.3,6.01
2026-02-18,2,Paradip Port,9,111.1,4.69
2026-02-18,2,Vizag Port,11,124.0,4.26
2026-02-18,2,Dhamra Port,5,117.6,3.53
2026-02-18,2,Hay Point Coal Terminal,8,69.9,3.53
2026-02-18,2,Taboneo Anchorage,11,127.6,4.27
2026-02-19,2,Haldia Dock Complex,5,60.7,5.37
2026-02-19,2,Paradip Port,5,117.4,4.06
2026-02-19,2,Vizag Port,3,57.1,3.0
2026-02-19,2,Dhamra Port,6,145.8,3.71
2026-02-19,2,Hay Point Coal Terminal,9,129.5,4.03
2026-02-19,2,Taboneo Anchorage,6,83.0,3.35
2026-02-20,2,Haldia Dock Complex,9,146.1,6.6
2026-02-20,2,Paradip Port,4,141.7,4.09
2026-02-20,2,Vizag Port,9,54.8,3.76
2026-02-20,2,Dhamra Port,6,102.5,3.61
2026-02-20,2,Hay Point Coal Terminal,6,156.9,3.8
2026-02-20,2,Taboneo Anchorage,4,157.4,3.45
2026-02-21,2,Haldia Dock Complex,8,60.8,5.66
2026-02-21,2,Paradip Port,3,103.0,3.91
2026-02-21,2,Vizag Port,5,93.4,2.97
2026-02-21,2,Dhamra Port,6,123.5,3.52
2026-02-21,2,Hay Point Coal Terminal,13,79.6,4.34
2026-02-21,2,Taboneo Anchorage,8,124.9,4.18
2026-02-22,2,Haldia Dock Complex,5,86.0,5.35
2026-02-22,2,Paradip Port,5,88.2,3.83
2026-02-22,2,Vizag Port,11,154.7,4.52
2026-02-22,2,Dhamra Port,6,130.4,3.61
2026-02-22,2,Hay Point Coal Terminal,4,139.2,3.49
2026-02-22,2,Taboneo Anchorage,9,69.2,3.63
2026-02-23,2,Haldia Dock Complex,7,115.6,5.69
2026-02-23,2,Paradip Port,4,109.4,4.02
2026-02-23,2,Vizag Port,5,126.8,3.46
2026-02-23,2,Dhamra Port,10,94.4,4.26
2026-02-23,2,Hay Point Coal Terminal,10,157.7,4.37
2026-02-23,2,Taboneo Anchorage,7,143.8,3.67
2026-02-24,2,Haldia Dock Complex,11,151.4,6.23
2026-02-24,2,Paradip Port,4,111.0,4.19
2026-02-24,2,Vizag Port,6,141.3,3.49
2026-02-24,2,Dhamra Port,15,94.1,4.89
2026-02-24,2,Hay Point Coal Terminal,10,113.3,4.33
2026-02-24,2,Taboneo Anchorage,9,74.3,4.1
2026-02-25,2,Haldia Dock Complex,3,136.3,5.07
2026-02-25,2,Paradip Port,5,75.3,4.25
2026-02-25,2,Vizag Port,6,111.6,3.5
2026-02-25,2,Dhamra Port,7,134.0,3.72
2026-02-25,2,Hay Point Coal Terminal,7,147.1,3.5
2026-02-25,2,Taboneo Anchorage,6,140.2,3.87
2026-02-26,2,Haldia Dock Complex,8,97.7,5.75
2026-02-26,2,Paradip Port,4,138.3,3.83
2026-02-26,2,Vizag Port,8,158.7,4.14
2026-02-26,2,Dhamra Port,8,99.8,3.87
2026-02-26,2,Hay Point Coal Terminal,8,77.9,3.31
2026-02-26,2,Taboneo Anchorage,9,80.3,3.52
2026-02-27,2,Haldia Dock Complex,10,143.6,6.39
2026-02-27,2,Paradip Port,10,120.3,4.48
2026-02-27,2,Vizag Port,6,133.2,3.36
2026-02-27,2,Dhamra Port,4,75.6,3.08
2026-02-27,2,Hay Point Coal Terminal,5,125.2,3.76
2026-02-27,2,Taboneo Anchorage,6,96.5,3.3
2026-02-28,2,Haldia Dock Complex,7,139.9,5.67
2026-02-28,2,Paradip Port,3,142.0,3.74
2026-02-28,2,Vizag Port,8,137.4,3.82
2026-02-28,2,Dhamra Port,12,135.4,4.96
2026-02-28,2,Hay Point Coal Terminal,6,104.9,3.3
2026-02-28,2,Taboneo Anchorage,5,111.8,3.09
2026-03-01,3,Haldia Dock Complex,5,37.6,3.55
2026-03-01,3,Paradip Port,3,67.6,2.61
2026-03-01,3,Vizag Port,5,43.7,2.33
2026-03-01,3,Dhamra Port,5,58.9,2.17
2026-03-01,3,Hay Point Coal Terminal,4,46.5,2.3
2026-03-01,3,Taboneo Anchorage,3,37.4,1.72
2026-03-02,3,Haldia Dock Complex,6,37.6,3.95
2026-03-02,3,Paradip Port,5,98.5,2.98
2026-03-02,3,Vizag Port,6,102.4,2.21
2026-03-02,3,Dhamra Port,6,79.9,3.06
2026-03-02,3,Hay Point Coal Terminal,5,64.9,2.44
2026-03-02,3,Taboneo Anchorage,10,75.9,3.07
2026-03-03,3,Haldia Dock Complex,10,97.2,4.66
2026-03-03,3,Paradip Port,10,43.8,3.61
2026-03-03,3,Vizag Port,5,85.7,2.55
2026-03-03,3,Dhamra Port,5,100.7,2.68
2026-03-03,3,Hay Point Coal Terminal,8,40.1,2.78
2026-03-03,3,Taboneo Anchorage,4,55.1,2.18
2026-03-04,3,Haldia Dock Complex,6,47.4,3.98
2026-03-04,3,Paradip Port,4,83.4,3.01
2026-03-04,3,Vizag Port,2,64.2,1.96
2026-03-04,3,Dhamra Port,2,62.0,1.8
2026-03-04,3,Hay Point Coal Terminal,7,38.4,2.7
2026-03-04,3,Taboneo Anchorage,9,82.1,3.14
2026-03-05,3,Haldia Dock Complex,2,48.5,3.51
2026-03-05,3,Paradip Port,3,105.0,2.77
2026-03-05,3,Vizag Port,5,53.2,2.61
2026-03-05,3,Dhamra Port,2,102.2,2.21
2026-03-05,3,Hay Point Coal Terminal,6,45.2,3.13
2026-03-05,3,Taboneo Anchorage,2,87.2,2.23
2026-03-06,3,Haldia Dock Complex,5,81.1,3.87
2026-03-06,3,Paradip Port,5,97.4,2.67
2026-03-06,3,Vizag Port,6,79.2,2.7
2026-03-06,3,Dhamra Port,6,106.0,2.71
2026-03-06,3,Hay Point Coal Terminal,2,43.3,1.95
2026-03-06,3,Taboneo Anchorage,5,53.5,2.24
2026-03-07,3,Haldia Dock Complex,7,46.4,4.43
2026-03-07,3,Paradip Port,5,84.9,3.14
2026-03-07,3,Vizag Port,4,84.1,2.29
2026-03-07,3,Dhamra Port,3,62.6,2.31
2026-03-07,3,Hay Point Coal Terminal,4,59.8,2.4
2026-03-07,3,Taboneo Anchorage,3,61.2,2.4
2026-03-08,3,Haldia Dock Complex,3,91.3,3.85
2026-03-08,3,Paradip Port,7,61.5,3.08
2026-03-08,3,Vizag Port,4,53.0,2.09
2026-03-08,3,Dhamra Port,5,88.1,2.47
2026-03-08,3,Hay Point Coal Terminal,2,80.0,2.27
2026-03-08,3,Taboneo Anchorage,6,86.9,2.54
2026-03-09,3,Haldia Dock Complex,3,40.6,3.49
2026-03-09,3,Paradip Port,4,94.8,2.58
2026-03-09,3,Vizag Port,3,87.4,2.12
2026-03-09,3,Dhamra Port,3,36.7,1.88
2026-03-09,3,Hay Point Coal Terminal,3,66.9,2.27
2026-03-09,3,Taboneo Anchorage,1,105.6,2.21
2026-03-10,3,Haldia Dock Complex,5,96.6,3.79
2026-03-10,3,Paradip Port,5,103.9,3.52
2026-03-10,3,Vizag Port,2,93.0,2.14
2026-03-10,3,Dhamra Port,4,88.7,2.01
2026-03-10,3,Hay Point Coal Terminal,4,57.0,2.22
2026-03-10,3,Taboneo Anchorage,4,92.2,2.69
2026-03-11,3,Haldia Dock Complex,7,98.8,3.77
2026-03-11,3,Paradip Port,3,70.2,2.67
2026-03-11,3,Vizag Port,5,37.3,2.43
2026-03-11,3,Dhamra Port,2,94.2,2.16
2026-03-11,3,Hay Point Coal Terminal,4,83.4,2.62
2026-03-11,3,Taboneo Anchorage,1,64.5,1.71
2026-03-12,3,Haldia Dock Complex,7,69.6,3.84
2026-03-12,3,Paradip Port,5,66.8,3.18
2026-03-12,3,Vizag Port,3,62.5,2.17
2026-03-12,3,Dhamra Port,4,36.7,2.23
2026-03-12,3,Hay Point Coal Terminal,6,46.7,2.51
2026-03-12,3,Taboneo Anchorage,3,74.8,2.09
2026-03-13,3,Haldia Dock Complex,4,88.1,3.86
2026-03-13,3,Paradip Port,4,57.3,2.53
2026-03-13,3,Vizag Port,2,88.4,2.36
2026-03-13,3,Dhamra Port,8,60.6,2.98
2026-03-13,3,Hay Point Coal Terminal,7,99.1,3.09
2026-03-13,3,Taboneo Anchorage,2,55.4,1.94
2026-03-14,3,Haldia Dock Complex,11,94.3,4.81
2026-03-14,3,Paradip Port,6,96.8,3.31
2026-03-14,3,Vizag Port,3,103.3,2.38
2026-03-14,3,Dhamra Port,6,67.9,2.51
2026-03-14,3,Hay Point Coal Terminal,6,84.1,2.82
2026-03-14,3,Taboneo Anchorage,7,40.1,2.66
2026-03-15,3,Haldia Dock Complex,7,53.3,3.85
2026-03-15,3,Paradip Port,5,38.6,2.69
2026-03-15,3,Vizag Port,2,41.5,1.64
2026-03-15,3,Dhamra Port,2,44.1,1.92
2026-03-15,3,Hay Point Coal Terminal,3,42.1,2.02
2026-03-15,3,Taboneo Anchorage,2,101.9,2.04
2026-03-16,3,Haldia Dock Complex,8,107.6,4.79
2026-03-16,3,Paradip Port,6,99.6,3.15
2026-03-16,3,Vizag Port,5,39.8,2.58
2026-03-16,3,Dhamra Port,6,59.0,2.38
2026-03-16,3,Hay Point Coal Terminal,2,58.7,2.08
2026-03-16,3,Taboneo Anchorage,8,85.9,3.2
2026-03-17,3,Haldia Dock Complex,4,55.9,3.88
2026-03-17,3,Paradip Port,3,51.0,2.27
2026-03-17,3,Vizag Port,2,90.4,2.39
2026-03-17,3,Dhamra Port,5,84.3,2.3
2026-03-17,3,Hay Point Coal Terminal,5,59.1,2.73
2026-03-17,3,Taboneo Anchorage,4,77.3,2.44
2026-03-18,3,Haldia Dock Complex,3,43.1,3.18
2026-03-18,3,Paradip Port,8,49.9,3.54
2026-03-18,3,Vizag Port,4,57.6,2.19
2026-03-18,3,Dhamra Port,3,43.0,1.97
2026-03-18,3,Hay Point Coal Terminal,3,44.6,1.91
2026-03-18,3,Taboneo Anchorage,4,46.4,2.08
2026-03-19,3,Haldia Dock Complex,4,41.8,3.52
2026-03-19,3,Paradip Port,5,65.8,3.02
2026-03-19,3,Vizag Port,6,87.8,2.68
2026-03-19,3,Dhamra Port,5,102.4,2.44
2026-03-19,3,Hay Point Coal Terminal,5,104.9,2.71
2026-03-19,3,Taboneo Anchorage,4,83.1,2.24
2026-03-20,3,Haldia Dock Complex,6,51.4,3.69
2026-03-20,3,Paradip Port,4,58.1,2.79
2026-03-20,3,Vizag Port,2,84.9,2.08
2026-03-20,3,Dhamra Port,5,63.7,2.72
2026-03-20,3,Hay Point Coal Terminal,10,55.3,3.18
