Date,Month,Corridor,Wave_Height_m,Wind_Speed_knots,Sea_Pressure_hPa,Delay_Days,Storm_Risk
2026-08-20,8,Indonesia to East Coast India,3.94,39.2,997.8,5.25,Monsoon_High
2026-08-20,8,Australia to East Coast India,2.6,38.9,999.4,4.55,Monsoon_High
2026-08-21,8,Indonesia to East Coast India,3.6,43.4,999.3,5.05,Monsoon_High
2026-08-21,8,Australia to East Coast India,2.69,27.9,995.4,3.97,Monsoon_High
2026-08-22,8,Indonesia to East Coast India,3.95,31.8,1002.1,4.56,Monsoon_High
2026-08-22,8,Australia to East Coast India,4.03,44.2,995.7,5.15,Monsoon_High
2026-08-23,8,Indonesia to East Coast India,4.55,35.3,1002.3,4.93,Monsoon_High
2026-08-23,8,Australia to East Coast India,2.71,35.8,999.4,4.37,Monsoon_High
2026-08-24,8,Indonesia to East Coast India,4.61,31.4,996.9,4.71,Monsoon_High
2026-08-24,8,Australia to East Coast India,3.71,38.1,1006.7,5.09,Monsoon_High
2026-08-25,8,Indonesia to East Coast India,4.32,37.6,1003.8,5.08,Monsoon_High
2026-08-25,8,Australia to East Coast India,2.5,28.3,997.8,3.96,Monsoon_High
2026-08-26,8,Indonesia to East Coast India,4.02,36.6,1002.7,5.17,Monsoon_High
2026-08-26,8,Australia to East Coast India,3.78,29.9,996.7,4.26,Monsoon_High
2026-08-27,8,Indonesia to East Coast India,2.72,41.1,1006.9,4.49,Monsoon_High
2026-08-27,8,Australia to East Coast India,3.42,38.8,1005.1,4.87,Monsoon_High
2026-08-28,8,Indonesia to East Coast India,2.77,22.0,1004.3,3.45,Monsoon_High
2026-08-28,8,Australia to East Coast India,2.53,34.4,1006.1,4.08,Monsoon_High
2026-08-29,8,Indonesia to East Coast India,4.7,35.0,1001.7,5.15,Monsoon_High
2026-08-29,8,Australia to East Coast India,3.37,36.0,1000.1,4.48,Monsoon_High
2026-08-30,8,Indonesia to East Coast India,3.05,24.2,999.1,3.92,Monsoon_High
2026-08-30,8,Australia to East Coast India,3.72,42.1,1007.9,5.15,Monsoon_High
2026-08-31,8,Indonesia to East Coast India,3.84,40.7,999.3,4.91,Monsoon_High
2026-08-31,8,Australia to East Coast India,4.05,37.7,999.1,4.68,Monsoon_High
2026-09-01,9,Indonesia to East Coast India,2.81,36.5,996.7,4.8,Monsoon_High
2026-09-01,9,Australia to East Coast India,4.11,39.3,1006.3,5.25,Monsoon_High
2026-09-02,9,Indonesia to East Coast India,3.65,38.8,1003.0,4.81,Monsoon_High
2026-09-02,9,Australia to East Coast India,3.92,41.5,997.6,4.8,Monsoon_High
2026-09-03,9,Indonesia to East Coast India,2.79,44.2,996.4,5.33,Monsoon_High
2026-09-03,9,Australia to East Coast India,3.75,24.0,995.7,4.07,Monsoon_High
2026-09-04,9,Indonesia to East Coast India,2.74,35.5,1002.1,4.5,Monsoon_High
2026-09-04,9,Australia to East Coast India,4.39,23.0,1001.5,4.15,Monsoon_High
2026-09-05,9,Indonesia to East Coast India,4.09,27.8,999.0,4.69,Monsoon_High
2026-09-05,9,Australia to East Coast India,4.36,35.4,1004.5,5.06,Monsoon_High
2026-09-06,9,Indonesia to East Coast India,3.34,36.7,1001.1,4.79,Monsoon_High
2026-09-06,9,Australia to East Coast India,3.78,30.2,1006.8,4.34,Monsoon_High
2026-09-07,9,Indonesia to East Coast India,2.55,29.3,995.7,4.14,Monsoon_High
2026-09-07,9,Australia to East Coast India,3.26,37.5,1000.1,4.88,Monsoon_High
2026-09-08,9,Indonesia to East Coast India,4.24,32.4,1000.4,4.86,Monsoon_High
2026-09-08,9,Australia to East Coast India,4.73,30.7,995.8,4.73,Monsoon_High
2026-09-09,9,Indonesia to East Coast India,3.28,33.6,997.1,4.08,Monsoon_High
2026-09-09,9,Australia to East Coast India,3.42,24.6,1006.5,3.96,Monsoon_High
2026-09-10,9,Indonesia to East Coast India,3.45,30.9,1003.6,4.83,Monsoon_High
2026-09-10,9,Australia to East Coast India,2.64,40.7,1007.2,4.44,Monsoon_High
